ID,File #,Action Date,Title,Vote,Meeting Body
10,231018.0,10/26/2023,"Resolution determining that the person-to-person, premise-to-premise transfer of a Type-48 on-sale general public premises liquor license to 7682 LLC, to do business as Fig & Thistle, located at 313 Ivy Street (District 5), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
11,230866.0,10/26/2023,"Ordinance amending the Health Code to require that sites that collect medical specimens on behalf of clinical laboratories partner with either a governmental entity, a licensed health care provider located in the City, or an educational or academic institution, establish hygiene, sanitation, and privacy standards, and adhere to the Health Insurance Portability and Accountability Act; and providing that a violation of the specimen collection standards is a public health nuisance subject to an administrative penalty that may be imposed by the Department of Public Health.",Aye,Public Safety and Neighborhood Services Committee
12,230332.0,10/12/2023,Hearing on the findings and recommendations made in the Human Trafficking in San Francisco 2021 Report; and requesting the Department on the Status of Women to report.,Aye,Public Safety and Neighborhood Services Committee
13,230239.0,10/12/2023,"Hearing to receive information on how San Francisco law enforcement data dashboards can provide more robust, user-friendly, and anonymized online information on crime and law enforcement response through the various stages: incident, arrest, intake by the District Attorney’s Office, initiation of prosecution, sentencing, and disposition; and requesting the Police Department, District Attorney’s Office, the Superior Court, and the Sheriff's Department to report.",Aye,Public Safety and Neighborhood Services Committee
14,230239.0,10/12/2023,"Hearing to receive information on how San Francisco law enforcement data dashboards can provide more robust, user-friendly, and anonymized online information on crime and law enforcement response through the various stages: incident, arrest, intake by the District Attorney’s Office, initiation of prosecution, sentencing, and disposition; and requesting the Police Department, District Attorney’s Office, the Superior Court, and the Sheriff's Department to report.",Aye,Public Safety and Neighborhood Services Committee
15,230890.0,9/28/2023,"Resolution determining that the premise-to-premise transfer of a Type-48 on-sale general public premises liquor license to 790 Bush Street Ventures, Inc., to do business as Ad Hoc, located at 779 Bush Street (District 3), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
16,230891.0,9/28/2023,"Resolution determining that the person-to-person, premise-to-premise transfer of a Type-20 off-sale beer and wine liquor license to Valencia WF Inc., to do business as Valencia Whole Foods, located at 999 Valencia Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
17,221206.0,9/28/2023,Resolution urging the San Francisco Department of Public Health to create a program to provide resources and education for victims of gun violence regarding their rights to file lawsuits against gun manufacturers in accordance to California State Assembly Bill No. 1594.,Aye,Public Safety and Neighborhood Services Committee
18,221206.0,9/28/2023,Resolution urging the San Francisco Department of Public Health to create a program to provide resources and education for victims of gun violence regarding their rights to file lawsuits against gun manufacturers in accordance to California State Assembly Bill No. 1594.,Aye,Public Safety and Neighborhood Services Committee
19,230708.0,9/28/2023,"Ordinance amending the Police Code to prohibit armed guards from drawing or exhibiting firearms, other than a holster, to protect property.",Aye,Public Safety and Neighborhood Services Committee
20,230890.0,9/28/2023,"Resolution determining that the premise-to-premise transfer of a Type-48 on-sale general public premises liquor license to 790 Bush Street Ventures, Inc., to do business as Ad Hoc, located at 779 Bush Street (District 3), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
21,230766.0,9/28/2023,"Ordinance amending the Health Code to require each retail pharmacy in the City to stock at least two boxes of an opioid antagonist, such as naloxone, used to reverse opioid overdoses.",Aye,Public Safety and Neighborhood Services Committee
22,230149.0,9/28/2023,"Hearing on the Office of the Chief Medical Examiner's report on Accidental Overdose Deaths, issued on January 18, 2023, and departmental responses to accidental overdose deaths; and requesting the Office of Chief Medical Examiner, Department of Public Health, Department of Homelessness and Supportive Housing, Police Department, and Office of the District Attorney to report.",Aye,Public Safety and Neighborhood Services Committee
23,230891.0,9/28/2023,"Resolution determining that the person-to-person, premise-to-premise transfer of a Type-20 off-sale beer and wine liquor license to Valencia WF Inc., to do business as Valencia Whole Foods, located at 999 Valencia Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Public Safety and Neighborhood Services Committee
24,220961.0,9/28/2023,Hearing on the state of traffic enforcement and street safety in San Francisco; and requesting the Police Department and Municipal Transportation Agency to report.,Aye,Public Safety and Neighborhood Services Committee
25,230702.0,9/19/2023,Ordinance amending the Administrative Code to exempt payments received by housed participants in Guaranteed Income pilot programs from the Human Service Agency’s determinations regarding the participants’ eligibility for the County Adult Assistance Programs and the amount of aid the participants may receive.,Aye,Board of Supervisors
26,230833.0,9/19/2023,"Ordinance authorizing the execution and delivery of Certificates of Participation, in one or more series on a tax-exempt and/or taxable basis and from time to time, evidencing and representing an aggregate principal amount of not to exceed $77,170,000 (“Certificates”), to finance and refinance certain capital improvement projects within the City and County of San Francisco’s (“City”) capital plan and generally consisting of critical repairs, renovations and improvements to City-owned buildings, facilities, streets and works maintained and utilized by various City departments; approving the for",Aye,Board of Supervisors
27,230813.0,9/19/2023,"Resolution 1) declaring the City’s real property located at 1939 Market Street (Assessor’s Parcel Block No. 3501, Lot No. 006) (“1939 Market Property”) and 1515 South Van Ness Avenue (“1515 SVN” Property, and together with the 1939 Market Property, collectively, the “Property”) as Exempt Surplus Land under California Government Code, Sections 25539.4 and 54221(f)(1)(A); 2) affirming use of the Property by the Mayor’s Office of Housing and Community Development (“MOHCD”) for the development as 100% affordable housing with ancillary commercial space; 3) affirming MOHCD’s intent to convey the Pro",Aye,Board of Supervisors
28,230879.0,9/19/2023,"Resolution approving and authorizing the Director of Property to enter into a first amendment to the current lease (“Lease”) for the San Francisco Wholesale Produce Market, located near 2095 Jerrold Avenue (generally bordering Highway 280 and Innes and Kirkwood Avenues, and Toland and Rankin Streets), with the San Francisco Market Corporation to distribute City funds to support the development of certain elements of the Produce Market Reinvestment Plan; affirming the Planning Department’s determination under the California Environmental Quality Act; adopting findings that the contemplated tran",Aye,Board of Supervisors
29,230767.0,9/19/2023,"Ordinance waiving specified requirements in the Administrative Code to allow seating area designated as a curbside traffic island on Taraval Street at 46th Avenue to be defined as two sidewalk shared spaces, subject to certain requirements; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
30,230858.0,9/19/2023,"Ordinance acknowledging the Treasure Island Development Authority’s acceptance of certain improvements on a portion of the Yerba Buena Island Hilltop Parks known as The Rocks (Assessor’s Parcel Block No. 8958, Lot No. 003), adjacent to Macalla Road, and the Authority’s acceptance of the park improvements for maintenance and liability purposes; dedicating The Rocks to public use; designating the property for public open space and park purposes; adopting findings under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies",Aye,Board of Supervisors
31,230817.0,9/19/2023,"Resolution extending and modifying interim zoning controls enacted in Resolution No. 109-22, to require a Conditional Use authorization for proposed Parcel Delivery Service uses, and to modify those interim controls in two ways: 1) to apply to Parcel Delivery Services uses greater than 10,000 square feet; and 2) to use the definition of Parcel Delivery Services that was in effect as to the effective date of Resolution No. 109-22; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the ei",Aye,Board of Supervisors
32,230920.0,9/19/2023,"Motion appointing Norlissa Cooper, term ending January 15, 2024, to the San Francisco Health Authority.",Aye,Board of Supervisors
33,230961.0,9/19/2023,"Motion appointing David Mauroff, term ending June 1, 2024, to the Reentry Council.",Aye,Board of Supervisors
34,230729.0,9/19/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Coolwater SF LLC, doing business as Slake San Francisco Bottle and Sundry, located at 3239 Balboa Street (District 1), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4.",Aye,Board of Supervisors
35,230731.0,9/19/2023,"Resolution determining that the issuance of a Type-64 special on-sale general theater liquor license to ODC, doing business as the ODC Theater, located at 3153-17th Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Board of Supervisors
36,230923.0,9/19/2023,Ordinance amending the Administrative Code to add the Firefighters Cancer Prevention Foundation to the list of organizations to which City officers and employees may make donations by payroll deduction.,Aye,Board of Supervisors
37,230856.0,9/19/2023,"Motion approving the Mayor’s nomination for the appointment of Hans Baldauf to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Board of Supervisors
38,230975.0,9/19/2023,"Resolution declaring September 19, 2023, as Annette Williams Day in the City and County of San Francisco and honoring the legacy of her career in accessible transportation and in recognition of her exemplary public service on the occasion of her well-deserved retirement.",Aye,Board of Supervisors
39,230979.0,9/19/2023,"Resolution declaring September 21, 2023, as Armenian Independence Day in the City and County of San Francisco and commemorating the 32nd Anniversary of Armenian Independence Day on September 21, 2023.",Aye,Board of Supervisors
40,230976.0,9/19/2023,"Resolution urging the City Administrator to create a centralized framework and strategy by which to coordinate City Departments and eligible community-based organizations, to secure and leverage available 2022 Inflation Reduction Act (IRA) funding, including identifying infrastructure development, financing and grant opportunities to support the creation of Community Resiliency Hubs to provide essential response and recovery support during and after emergencies, including natural and climate disasters; and urging the City Administrator to report back with a plan no later than November 28, 2023",Aye,Board of Supervisors
41,230976.0,9/19/2023,"Resolution urging the City Administrator to create a centralized framework and strategy by which to coordinate City Departments and eligible community-based organizations, to secure and leverage available 2022 Inflation Reduction Act (IRA) funding, including identifying infrastructure development, financing and grant opportunities to support the creation of Community Resiliency Hubs to provide essential response and recovery support during and after emergencies, including natural and climate disasters; and urging the City Administrator to report back with a plan no later than November 28, 2023",Aye,Board of Supervisors
42,230766.0,9/18/2023,"Ordinance amending the Health Code to require each retail pharmacy in the City to stock at least two boxes of an opioid antagonist, such as naloxone, used to reverse opioid overdoses.",Excused,Public Safety and Neighborhood Services Committee
43,230708.0,9/18/2023,"Ordinance amending the Police Code to prohibit armed guards from drawing or exhibiting firearms, other than a holster, to protect property.",Excused,Public Safety and Neighborhood Services Committee
44,230731.0,9/18/2023,"Resolution determining that the issuance of a Type-64 special on-sale general theater liquor license to ODC, doing business as the ODC Theater, located at 3153-17th Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Excused,Public Safety and Neighborhood Services Committee
45,230731.0,9/18/2023,"Resolution determining that the issuance of a Type-64 special on-sale general theater liquor license to ODC, doing business as the ODC Theater, located at 3153-17th Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Excused,Public Safety and Neighborhood Services Committee
46,230729.0,9/14/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Coolwater SF LLC, doing business as Slake San Francisco Bottle and Sundry, located at 3239 Balboa Street (District 1), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4.",Aye,Public Safety and Neighborhood Services Committee
47,230729.0,9/14/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Coolwater SF LLC, doing business as Slake San Francisco Bottle and Sundry, located at 3239 Balboa Street (District 1), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4.",Aye,Public Safety and Neighborhood Services Committee
48,230686.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Walgreen Co. for $229,610,002 (the City to be paid $200,000,002 over 15 years, the City’s outside counsel to be paid $29,610,000); the lawsuit was filed on December 18, 2018, in the United States District Court for the Northern District of California, Case No. 3:18-cv-7591-CRB-JSC; entitled The City and County of San Francisco and the People of the State of California v. Purdue Pharma L.P., Richard S. Sackler, Jonathan D. Sackler, Mortimer D.A. Sackler",Aye,Board of Supervisors
49,230687.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Cephalon, Inc.; Teva Pharmaceuticals USA, Inc.; Teva Pharmaceutical Industries Ltd; Watson Laboratories, Inc.; Actavis LLC; Actavis Pharma, Inc. (f/k/a Watson Pharma, Inc.); Actavis Elizabeth LLC; Actavis Mid Atlantic LLC; Warner Chilcott Company, LLC; Actavis South Atlantic LLC; Actavis Totowa LLC; Actavis Kadian LLC; Actavis Laboratories UT, Inc. (f/k/a/ Watson Laboratories, Inc.-Salt Lake City); Actavis Laboratories FL, Inc. (f/k/a Watson Laboratori",Aye,Board of Supervisors
50,230688.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Allergan Finance, LLC (f/k/a Actavis, Inc., which, in turn, was f/k/a Watson Pharmaceuticals, Inc.) and Allergan Limited (f/k/a Allergan plc, which, in turn, was f/k/a Actavis plc) for $12,916,274 (the City to be paid $10,156,889 over 5 years, the City’s outside counsel to be paid $1,585,179, and the City Attorney’s Office to be paid $1,174,206); directing the Controller to allocate funds to the City Attorney’s Office as provided in the settlement agre",Aye,Board of Supervisors
51,230702.0,9/12/2023,Ordinance amending the Administrative Code to exempt payments received by housed participants in Guaranteed Income pilot programs from the Human Service Agency’s determinations regarding the participants’ eligibility for the County Adult Assistance Programs and the amount of aid the participants may receive.,Aye,Board of Supervisors
52,230833.0,9/12/2023,"Ordinance authorizing the execution and delivery of Certificates of Participation, in one or more series on a tax-exempt and/or taxable basis and from time to time, evidencing and representing an aggregate principal amount of not to exceed $77,170,000 (“Certificates”), to finance and refinance certain capital improvement projects within the City and County of San Francisco’s (“City”) capital plan and generally consisting of critical repairs, renovations and improvements to City-owned buildings, facilities, streets and works maintained and utilized by various City departments; approving the for",Aye,Board of Supervisors
53,230480.0,9/12/2023,"Resolution authorizing and approving the lease of approximately 400 square feet of the City-owned radio equipment room and one antenna at 125 Christmas Tree Point, aka Twin Peaks Blvd, with the State of California, General Services Agency, for the California Highway Patrol, for an initial annual base rent of $9,000 with annual adjustments of four percent for a term of 10 years, with two five-year options to renew to commence upon execution of the Lease, and after approval of this Resolution by the Board of Supervisors and Mayor, in their respective sole and absolute discretion; finding the pro",Aye,Board of Supervisors
54,230573.0,9/12/2023,"Resolution authorizing a lease with the State of California, acting by and through its Department of Transportation, for the Recreation and Park Department to operate a property commonly known as Assessor’s Parcel Block No. 5331, Lot No. 056, located under Highway 280 along Selby Street between Quesada Avenue and Palou Avenue, for an initial term of 10 years with three five-year options and base rent of $2,000 per year with four percent yearly adjustments; adopting environmental findings and other findings that the actions set forth in this Resolution are consistent with the General Plan, and",Aye,Board of Supervisors
55,230716.0,9/12/2023,"Resolution approving a maintenance agreement between the City and County of San Francisco and the California Department of Transportation (“Caltrans”) for the City’s maintenance of artwork on right-of-way within Caltrans jurisdiction located at the southeast corner of 17th Street and San Bruno Avenue, and southwest corner of 17th Street and Vermont Street for the Potrero Gateway Public Art Project; and the City’s indemnification of Caltrans for any claims occurring by reason of anything done or omitted to be done by City under the agreement, effective upon approval of this Resolution.",Aye,Board of Supervisors
56,230811.0,9/12/2023,"Resolution approving the Director of Public Works’ declaration of emergency under Administrative Code, Section 6.60, for repair work at Laguna Honda Hospital and Rehabilitation Center, located at 375 Laguna Honda Boulevard, estimated to cost in excess of $250,000 but not to exceed $28,400,000.",Aye,Board of Supervisors
57,230814.0,9/12/2023,"Resolution retroactively authorizing the Department on the Status of Women to accept and expend a grant from the Blue Shield California Foundation in the amount of $150,000 for a one-year grant period from April 1, 2023, through March 31, 2024, for the Leveraging Collaboratives to End Domestic Violence Program.",Aye,Board of Supervisors
58,230816.0,9/12/2023,"Resolution authorizing the San Francisco Public Utilities Commission to accept and expend grant funds of up to $538,051 from the California Department of Water Resources for the pipeline construction of the San Francisco Zoo Recycled Water Project, pursuant to Administrative Code, Section 10.170-1(b), for the period of October 1, 2023, through December 31, 2024.",Aye,Board of Supervisors
59,230842.0,9/12/2023,"Resolution exempting from the competitive bidding policy set forth in Administrative Code, Section 2.6-1, the potential real estate transaction involving Port property at Seawall Lot 300/301 and Pier 45 with Fisherman’s Wharf Revitalized, LLC, for development of a mixed use property that includes an experiential museum, events center, public plaza, expanded limited vehicular access resilient waterfront promenade, a combination winery/brewery/distillery, and short term vacation rental project celebrating, highlighting, and supporting the fishing and seafood industry of Fisherman’s Wharf and inc",Aye,Board of Supervisors
60,230710.0,9/12/2023,"Resolution authorizing the Recreation and Park Department to issue a permit for Another Planet Entertainment LLC to hold a ticketed concert at the Golden Gate Park Polo Fields on the Friday, Saturday, and Sunday following the Outside Lands Festival in 2024, 2025 and 2026, in exchange for a minimum permit fee $1,400,000 per year for a two-day event and $2,100,000 for a three-day event for a three-year term to commence in 2024, and a commitment to hold three free musical concerts per year, for each year in which concerts are held at the Polo Fields; affirming a categorical exemption under the Ca",Aye,Board of Supervisors
61,230869.0,9/12/2023,"Resolution approving the third amendment to the grant agreement between the Homeless Prenatal Program and the Department of Homelessness and Supportive Housing (“HSH”) for homelessness prevention assistance; extending the grant term by 45 months for a total term of July 1, 2018, through June 30, 2027; increasing the agreement amount by $13,561,035 for a total amount not to exceed $23,461,035; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or materially decrease the benefits to",Aye,Board of Supervisors
62,230870.0,9/12/2023,"Resolution approving the first amendment to the grant agreement between Brilliant Corners and the Department of Homelessness and Supportive Housing (“HSH”) for housing location and rental assistance for young adults in rapid re-housing; extending the grant term by 24 months from June 30, 2024, for a total term of July 1, 2021, through June 30, 2026; increasing the agreement amount by $17,409,402 for a total amount not to exceed $27,309,402; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement/contract that do not materially increase the obligatio",Aye,Board of Supervisors
63,230871.0,9/12/2023,"Resolution approving the second amendment to the grant agreement between the Tenderloin Housing Clinic, Inc. and the Department of Homelessness and Supportive Housing (“HSH”) for master lease stewardship, property management, and support services at 16 permanent supportive housing sites; extending the grant term by 24 months for a total term of July 1, 2020, through June 30, 2026; increasing the agreement amount by $108,753,662 for a total amount not to exceed $241,657,513; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not material",Aye,Board of Supervisors
64,230872.0,9/12/2023,"Resolution approving the second amendment to the grant agreement between Five Keys Schools and Programs and the Department of Homelessness and Supportive Housing (“HSH”) for shelter and support services at the Bayshore Navigation Center; extending the grant term by 33 months for a total term of January 1, 2021, through June 30, 2026; increasing the agreement amount by $15,155,893 for a total amount not to exceed $25,071,113; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or mat",Aye,Board of Supervisors
65,230887.0,9/12/2023,Motion affirming the determination by the Planning Department that the proposed project at 939 Lombard Street is categorically exempt from environmental review.,Aye,Board of Supervisors
66,230888.0,9/12/2023,"Motion conditionally reversing the determination by the Planning Department that the proposed project at 949 Lombard Street is exempt from further environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye,Board of Supervisors
67,230889.0,9/12/2023,Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed project at 939 Lombard Street is exempt from further environmental review.,Aye,Board of Supervisors
68,230940.0,9/12/2023,"Resolution retroactively extending by 90 days the prescribed time within which the Planning Commission may render its decision on an Ordinance (File No. 230704) amending the Planning Code to revise the definition of Parcel Delivery Services to include Fleet Charging for freight or Autonomous Vehicles, as defined, that are primarily engaged in or preparing to deliver parcels or goods, and Parking Garages for use by employees of a Parcel Delivery Service use; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience",Aye,Board of Supervisors
69,230945.0,9/12/2023,"Resolution retroactively extending by 90 days the prescribed time within which the Planning Commission may render its decision on an Ordinance (File No. 230706) amending the Planning Code to eliminate the public art requirement for 100% affordable housing projects and provide for the relocation or removal of existing artwork at such projects subject to certain conditions, and affirming the Planning Department’s California Environmental Quality Act determination; and making Planning Code, Section 302, findings, and making findings of consistency with the General Plan, and the eight priority pol",Aye,Board of Supervisors
70,230946.0,9/12/2023,Resolution urging the Interdepartmental Staff Committee on Traffic and Transportation to approve a proposed plan to allow the How Weird Street Faire for 2023 to charge an admission fee.,Aye,Board of Supervisors
71,230947.0,9/12/2023,Resolution proclaiming the month of September 2023 as the Eighth Annual San Francisco Transit Month in the City and County of San Francisco.,Aye,Board of Supervisors
72,230953.0,9/12/2023,Resolution recognizing the month of September 2023 as Childhood Cancer Awareness Month in the City and County of San Francisco.,Aye,Board of Supervisors
73,230875.0,9/12/2023,"Resolution recognizing August 31, 2023, as an International Overdose Awareness Day in the City and County of San Francisco.",Aye,Board of Supervisors
74,230875.0,9/12/2023,"Resolution recognizing August 31, 2023, as an International Overdose Awareness Day in the City and County of San Francisco.",Aye,Board of Supervisors
75,230949.0,9/12/2023,"Resolution approving the Recreation and Park Department General Manager’s declaration of emergency under Administrative Code, Section 6.60, for the repair and replacement of the elevators at Portsmouth Square Parking Garage, with a not to exceed amount of $2,200,000.",Aye,Board of Supervisors
76,230950.0,9/12/2023,Resolution urging the Department of Homelessness and Supportive Housing (HSH) to fill at least half of the vacant Permanent Supportive Housing units within 90 days and to maintain a vacancy rate no greater than 5% thereafter.,Aye,Board of Supervisors
77,230026.0,9/5/2023,"Ordinance amending 1) the Planning Code to create the Family Housing Opportunity Special Use District; 2) the Planning Code to authorize up to four units on individual lots in the RH (Residential, House) District, excluding lots located in the Telegraph Hill - North Beach Residential Special Use District and the North Beach Special Use District, the greater of up to twelve units or one unit per 1,000 square feet of lot area on three merged lots and the greater of up to eight units or one unit per 1,000 square feet of lot area on two merged lots in RH-1 (Residential, House: One Family) district",Aye,Board of Supervisors
78,230557.0,9/5/2023,"Ordinance approving the fourth amendments to two contracts between the San Francisco Public Utilities Commission (SFPUC) and the United States Department of Energy Western Area Power Administration for delivery of low-cost power and scheduling coordinator services to Treasure Island and Yerba Buena Island to extend the term by five years and three months from October 1, 2024, for a total term of September 1, 2005, through December 31, 2029, and increasing the maximum amount of the agreements to $41,500,000; approving the City indemnifying and holding harmless the United States against claims a",Aye,Board of Supervisors
79,230559.0,9/5/2023,"Ordinance amending the Planning, Building, and Fire Codes to codify the annual waiver of awning replacement fees and awning sign fees applied for during the month of May, to annually waive fees for Business Signs and new awning installations applied for during the months of May 2023 and May 2024, and to indicate that the Planning Code, Building, and Fire Code waivers pertaining to pedestrian street lighting as well as awning replacement, awning installation, and awning sign fees are keyed to permit application in May rather than permit issuance in May; affirming the Planning Department’s deter",Aye,Board of Supervisors
80,230629.0,9/5/2023,"Resolution approving the settlement of the unlitigated claims filed by The Wiseman Group Interior Design, Inc. against the City and County of San Francisco for $40,000; the claims were filed on January 30, 2023 and March 8, 2023; the claims involve a refund of gross receipts tax; an additional material term of the settlement is that The Wiseman Group Interior Design, Inc. shall take certain filing positions with respect to its gross receipts taxes for tax year 2023 and subsequent tax years.",Aye,Board of Supervisors
81,230695.0,9/5/2023,"Resolution approving the settlement of the unlitigated claims filed by AppLovin Corporation against the City and County of San Francisco for $4,197,820.54 plus statutory interest; the claims were filed on February 15, 2023; the claims involve a refund of gross receipts taxes and homelessness gross receipts taxes; additional material terms of the settlement are: 1) the resolution of all claims and potential claims for refund of gross receipts taxes and homelessness gross receipts taxes for tax years 2019 and 2020, and 2) the agreement that AppLovin Corporation and its related entities shall tak",Aye,Board of Supervisors
82,230809.0,9/5/2023,"Ordinance amending the Park Code to 1) reduce the number of seats on the Parks, Recreation, and Open Space Advisory Committee (PROSAC), 2) provide for alternate members, 3) allow members to serve for more than four consecutive terms, 4) provide for the appointment of members having experience with racial equity and disability issues; and 5) provide that meetings shall occur at City Hall.",Aye,Board of Supervisors
83,230764.0,9/5/2023,"Ordinance amending the Planning Code to 1) modify the annual indexing of certain development impact fees, with the exception of inclusionary housing fees; 2) provide that the type and rates of applicable development impact fees, with the exception of inclusionary housing fees, shall be determined at the time of project approval; 3) exempt eligible development projects in PDR (Production, Distribution, and Repair) Districts, and the C-2 (Community Business) and C-3 (Downtown Commercial) Zoning Districts from all development impact fees for a three-year period; 4) allow payment of development im",Aye,Board of Supervisors
84,230769.0,9/5/2023,"Ordinance amending the Planning Code to: 1) reduce Inclusionary Housing Program requirements of the Planning Code, for projects exceeding a stated unit size that have been approved prior to November 1, 2023 and that receive a first construction document within a specified period; 2) adopt a process for those projects to request a modification to conditions of approval related to development impact fees, subject to delegation by the Planning Commission; 3) reduce Article 4 development impact fees, including Inclusionary Affordable Housing fees, for projects approved before November 1, 2026 that",Aye,Board of Supervisors
