ID,File #,Action Date,Title,Vote,Meeting Body
10,230986.0,10/23/2023,"Charter Amendment (First Draft) to amend the Charter of the City and County of San Francisco to provide that the Mayor must affirmatively approve in writing certain San Francisco Municipal Transportation Agency (SFMTA) proposals as part of the SFMTA’s proposed budget or budget amendment; proposals subject to the approval requirement include changes to fares, parking meter maximum rates, and hours or days of parking meter operation; at an election to be held on March 5, 2024.",Aye,Rules Committee
11,231042.0,10/16/2023,"Motion approving the Mayor’s nomination of Amy Campbell for appointment to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Rules Committee
12,231042.0,10/16/2023,"Motion approving the Mayor’s nomination of Amy Campbell for appointment to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Rules Committee
13,230860.0,10/16/2023,"Ordinance amending the Administrative Code to establish the Library Laureate Programs, and authorizing the Library to grant stipends to individuals selected through a competitive process as Laureates or Finalists in recognition of their achievements, leadership, and cultural contributions, and in exchange for their service to the City.",Aye,Rules Committee
14,230897.0,10/16/2023,"Ordinance amending the Administrative Code to remove the authorization for cash revolving funds for certain City departments (Fire, Medical Examiner, Public Works, Recreation and Park, Sheriff, San Francisco Employees’ Retirement System, and War Memorial) and reduce the maximum amount of the cash revolving fund for the Port of San Francisco.",Absent,Rules Committee
15,230885.0,10/16/2023,"Ordinance amending the Administrative Code to authorize the Assessment Appeals Board (AAB) to hold remote hearings and conferences at which no AAB members are physically present, and hybrid remote hearings and conferences at which some but not all AAB members are physically present.",Absent,Rules Committee
16,231004.0,10/16/2023,Ordinance amending the Administrative Code to establish the Graffiti Advisory Board to advise the Board of Supervisors and the Mayor on issues relating to graffiti prevention and abatement; and setting forth the membership and duties of the Advisory Board.,Aye,Rules Committee
17,231004.0,10/16/2023,Ordinance amending the Administrative Code to establish the Graffiti Advisory Board to advise the Board of Supervisors and the Mayor on issues relating to graffiti prevention and abatement; and setting forth the membership and duties of the Advisory Board.,Aye,Rules Committee
18,231003.0,10/16/2023,"Motion appointing Jane Redmond, term ending March 1, 2025, and Edda Mai Johnson and Mara Math, terms ending March 1, 2026, to the In-Home Supportive Services Public Authority.",Aye,Rules Committee
19,231020.0,10/16/2023,"Motion amending the Board of Supervisors’ Rules of Order by revising Rule 1.3.3 (In-Person and Remote Public Comment) to discontinue remote public comment by members of the public at meetings of the Board and its committees, except as legally required to enable people with disabilities to participate in such meetings.",Aye,Rules Committee
20,230929.0,10/13/2023,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $100,000 from the Purchaser Business Group on Health for participation in a program, entitled “CalHIVE Behavioral Health Integration (BHI) Improvement Collaborative,” for the period of July 1, 2023, through January 31, 2027.",Excused,Homelessness and Behavioral Health Select Committee
21,230990.0,10/13/2023,"Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for services at the Cova Non-Congregate Shelter; extending the grant term by 10 months from November 1, 2023, for a total term of December 18, 2021, through August 31, 2024; increasing the agreement amount by $5,150,877 for a total amount not to exceed $15,091,353; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or",Excused,Homelessness and Behavioral Health Select Committee
22,230991.0,10/13/2023,"Resolution approving the third amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at the Henry Hotel, a permanent supportive housing site; extending the grant term by 20 months from October 31, 2023, for a total term of July 1, 2019, through June 30, 2025; increasing the agreement amount by $4,853,433 for a total amount not to exceed $14,591,945; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not mater",Excused,Homelessness and Behavioral Health Select Committee
23,230992.0,10/13/2023,"Resolution approving the first amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for property management and supportive services at five permanent supportive housing buildings; extending the grant term by 16 months from February 29, 2024, for a total term of January 1, 2021, through June 30, 2025; increasing the agreement amount by $20,829,789 for a total amount not to exceed $47,159,399; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materiall",Excused,Homelessness and Behavioral Health Select Committee
24,231010.0,10/13/2023,"Resolution authorizing the Office of the Mayor and the Department of Homelessness and Supportive Housing to solicit donations from various private entities and organizations to support the expansion of temporary shelter and other homeless services to support people experiencing homelessness, notwithstanding the Behested Payment Ordinance.",Excused,Homelessness and Behavioral Health Select Committee
25,230954.0,10/2/2023,"Motion approving the Treasurer’s nomination of Brenda Kwee McNulty, for a term ending September 30, 2027, to the Treasury Oversight Committee.",Aye,Rules Committee
26,230955.0,10/2/2023,"Motion approving Treasurer’s nomination of Aimee Brown, for a term ending September 30, 2027, to the Treasury Oversight Committee.",Aye,Rules Committee
27,230921.0,10/2/2023,"Motion appointing Maxine Anderson, term expiring April 27, 2024, to the Sunshine Ordinance Task Force.",Aye,Rules Committee
28,230955.0,10/2/2023,"Motion approving Treasurer’s nomination of Aimee Brown, for a term ending September 30, 2027, to the Treasury Oversight Committee.",Aye,Rules Committee
29,230954.0,10/2/2023,"Motion approving the Treasurer’s nomination of Brenda Kwee McNulty, for a term ending September 30, 2027, to the Treasury Oversight Committee.",Aye,Rules Committee
30,230783.0,10/2/2023,Ordinance approving the Surveillance Technology Policy for the Department of Elections’ use of social media monitoring technology.,Aye,Rules Committee
31,230705.0,10/2/2023,Ordinance amending the Administrative Code to clarify that a contractor may be suspended or debarred due to violations of certain state or local labor laws governing the payment of wages and unfair labor practices.,Aye,Rules Committee
32,230835.0,10/2/2023,"Ordinance establishing the Labor and Employment Code; redesignating worker protection ordinances and ordinances related to employees of City contractors, currently in the Administrative Code and the Police Code, as provisions of the new Labor and Employment Code; and directing the City Attorney to renumber the provisions added to the Labor and Employment Code and to update cross-references throughout the Municipal Code.",Aye,Rules Committee
33,230974.0,9/29/2023,"Resolution authorizing and approving the Director of Property, on behalf of the Department of Homelessness and Supportive Housing, to negotiate and enter into a sublease agreement for 312,000 square feet of property owned by the California State Lands Commission and leased to the California Department of Parks and Recreation, for the City’s continued use as the Bayview Vehicle Triage Center at Candlestick Point State Recreation Area, for a term of two years commencing on or about January 13, 2024, through January 12, 2026, for a base rent of $312,000 per year; authorizing the Director of Prope",Aye,Homelessness and Behavioral Health Select Committee
34,230519.0,9/29/2023,"Hearing on the Department of Homelessness and Supportive Housing's Strategic Plan, to understand how the department prepares its approach to homelessness as far as available beds in the system whether permanent or temporary, the number of available openings on the waitlist for each program, how the department maintains its coordinated entry system with the number of individuals awaiting for housing and those who do not qualify for housing, and how the impact of the strategic plan's implementation will have on street conditions over the next five years; and requesting the Department of Homeless",Aye,Homelessness and Behavioral Health Select Committee
35,230079.0,9/29/2023,"Hearing on plans to implement the Community Assistance, Recovery, and Empowerment (CARE) Court by October 1, 2023; and requesting the Department of Public Health, Superior Court, and Department of Homelessness and Supportive Housing to present.",Aye,Homelessness and Behavioral Health Select Committee
36,230926.0,9/22/2023,"Resolution approving the 2023 grant application for the United States Department of Housing and Urban Development Continuum of Care Program in an amount not to exceed $60,849,039; and fulfilling the Board of Supervisors review and approval process for all annual or otherwise recurring grants of $5,000,000 or more.",Aye,Homelessness and Behavioral Health Select Committee
37,230928.0,9/22/2023,"Resolution 1) approving and authorizing the Director of Property, on behalf of the Department of Homelessness and Supportive Housing, to acquire certain property located at 42 Otis Street (“Property”) for $14,200,000 plus an estimated $40,000 for typical closing costs, for a total anticipated amount of $14,240,000; 2) approving and authorizing an Agreement of Purchase and Sale for Real Estate for the acquisition of the Property from Costanoan LLC (“Purchase Agreement”), which includes a liquidated damages clause of up to $420,000 in case of default by the City; 3) authorizing the Director of P",Aye,Homelessness and Behavioral Health Select Committee
38,230927.0,9/22/2023,"Resolution approving and authorizing a Loan Agreement with 440 Geary LLC in an amount not to exceed $47,390,000 for a minimum loan term of 55 years (“Loan Agreement”) to provide permanent financing for a 122-unit single-room occupancy residential building consisting of 121 units of permanent supportive housing to homeless households, one manager unit, and two ancillary ground floor commercial units (the “Project”) located at 440 Geary Street, adopting findings that the Project and proposed transactions are consistent with the General Plan, and the eight priority policies of Planning Code, Sect",Aye,Homelessness and Behavioral Health Select Committee
39,230702.0,9/19/2023,Ordinance amending the Administrative Code to exempt payments received by housed participants in Guaranteed Income pilot programs from the Human Service Agency’s determinations regarding the participants’ eligibility for the County Adult Assistance Programs and the amount of aid the participants may receive.,Aye,Board of Supervisors
40,230833.0,9/19/2023,"Ordinance authorizing the execution and delivery of Certificates of Participation, in one or more series on a tax-exempt and/or taxable basis and from time to time, evidencing and representing an aggregate principal amount of not to exceed $77,170,000 (“Certificates”), to finance and refinance certain capital improvement projects within the City and County of San Francisco’s (“City”) capital plan and generally consisting of critical repairs, renovations and improvements to City-owned buildings, facilities, streets and works maintained and utilized by various City departments; approving the for",Aye,Board of Supervisors
41,230813.0,9/19/2023,"Resolution 1) declaring the City’s real property located at 1939 Market Street (Assessor’s Parcel Block No. 3501, Lot No. 006) (“1939 Market Property”) and 1515 South Van Ness Avenue (“1515 SVN” Property, and together with the 1939 Market Property, collectively, the “Property”) as Exempt Surplus Land under California Government Code, Sections 25539.4 and 54221(f)(1)(A); 2) affirming use of the Property by the Mayor’s Office of Housing and Community Development (“MOHCD”) for the development as 100% affordable housing with ancillary commercial space; 3) affirming MOHCD’s intent to convey the Pro",Aye,Board of Supervisors
42,230879.0,9/19/2023,"Resolution approving and authorizing the Director of Property to enter into a first amendment to the current lease (“Lease”) for the San Francisco Wholesale Produce Market, located near 2095 Jerrold Avenue (generally bordering Highway 280 and Innes and Kirkwood Avenues, and Toland and Rankin Streets), with the San Francisco Market Corporation to distribute City funds to support the development of certain elements of the Produce Market Reinvestment Plan; affirming the Planning Department’s determination under the California Environmental Quality Act; adopting findings that the contemplated tran",Aye,Board of Supervisors
43,230767.0,9/19/2023,"Ordinance waiving specified requirements in the Administrative Code to allow seating area designated as a curbside traffic island on Taraval Street at 46th Avenue to be defined as two sidewalk shared spaces, subject to certain requirements; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors
44,230858.0,9/19/2023,"Ordinance acknowledging the Treasure Island Development Authority’s acceptance of certain improvements on a portion of the Yerba Buena Island Hilltop Parks known as The Rocks (Assessor’s Parcel Block No. 8958, Lot No. 003), adjacent to Macalla Road, and the Authority’s acceptance of the park improvements for maintenance and liability purposes; dedicating The Rocks to public use; designating the property for public open space and park purposes; adopting findings under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies",Aye,Board of Supervisors
45,230817.0,9/19/2023,"Resolution extending and modifying interim zoning controls enacted in Resolution No. 109-22, to require a Conditional Use authorization for proposed Parcel Delivery Service uses, and to modify those interim controls in two ways: 1) to apply to Parcel Delivery Services uses greater than 10,000 square feet; and 2) to use the definition of Parcel Delivery Services that was in effect as to the effective date of Resolution No. 109-22; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the ei",Excused,Board of Supervisors
46,230920.0,9/19/2023,"Motion appointing Norlissa Cooper, term ending January 15, 2024, to the San Francisco Health Authority.",Aye,Board of Supervisors
47,230961.0,9/19/2023,"Motion appointing David Mauroff, term ending June 1, 2024, to the Reentry Council.",Aye,Board of Supervisors
48,230729.0,9/19/2023,"Resolution determining that the person-to-person, premises-to-premises transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Coolwater SF LLC, doing business as Slake San Francisco Bottle and Sundry, located at 3239 Balboa Street (District 1), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4.",Aye,Board of Supervisors
49,230731.0,9/19/2023,"Resolution determining that the issuance of a Type-64 special on-sale general theater liquor license to ODC, doing business as the ODC Theater, located at 3153-17th Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Board of Supervisors
50,230923.0,9/19/2023,Ordinance amending the Administrative Code to add the Firefighters Cancer Prevention Foundation to the list of organizations to which City officers and employees may make donations by payroll deduction.,Aye,Board of Supervisors
51,230856.0,9/19/2023,"Motion approving the Mayor’s nomination for the appointment of Hans Baldauf to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Board of Supervisors
52,230975.0,9/19/2023,"Resolution declaring September 19, 2023, as Annette Williams Day in the City and County of San Francisco and honoring the legacy of her career in accessible transportation and in recognition of her exemplary public service on the occasion of her well-deserved retirement.",Aye,Board of Supervisors
53,230979.0,9/19/2023,"Resolution declaring September 21, 2023, as Armenian Independence Day in the City and County of San Francisco and commemorating the 32nd Anniversary of Armenian Independence Day on September 21, 2023.",Aye,Board of Supervisors
54,230976.0,9/19/2023,"Resolution urging the City Administrator to create a centralized framework and strategy by which to coordinate City Departments and eligible community-based organizations, to secure and leverage available 2022 Inflation Reduction Act (IRA) funding, including identifying infrastructure development, financing and grant opportunities to support the creation of Community Resiliency Hubs to provide essential response and recovery support during and after emergencies, including natural and climate disasters; and urging the City Administrator to report back with a plan no later than November 28, 2023",Aye,Board of Supervisors
55,230976.0,9/19/2023,"Resolution urging the City Administrator to create a centralized framework and strategy by which to coordinate City Departments and eligible community-based organizations, to secure and leverage available 2022 Inflation Reduction Act (IRA) funding, including identifying infrastructure development, financing and grant opportunities to support the creation of Community Resiliency Hubs to provide essential response and recovery support during and after emergencies, including natural and climate disasters; and urging the City Administrator to report back with a plan no later than November 28, 2023",Aye,Board of Supervisors
56,230810.0,9/18/2023,Ordinance amending the Administrative Code to provide that tenants may elect to be accompanied by a tenant association representative at meetings with their landlord; to set rules for the duration of and attendance at meetings of the full tenant association; to provide that a tenant association remains in good standing unless it has failed to re-certify or a new tenant association has been certified; and to make clarifying changes regarding the obligation of landlords and tenant associations to confer in good faith.,Aye,Rules Committee
57,230810.0,9/18/2023,Ordinance amending the Administrative Code to provide that tenants may elect to be accompanied by a tenant association representative at meetings with their landlord; to set rules for the duration of and attendance at meetings of the full tenant association; to provide that a tenant association remains in good standing unless it has failed to re-certify or a new tenant association has been certified; and to make clarifying changes regarding the obligation of landlords and tenant associations to confer in good faith.,Aye,Rules Committee
58,230856.0,9/18/2023,"Motion approving the Mayor’s nomination for the appointment of Hans Baldauf to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Rules Committee
59,230856.0,9/18/2023,"Motion approving the Mayor’s nomination for the appointment of Hans Baldauf to the Historic Preservation Commission, term ending December 31, 2026.",Aye,Rules Committee
60,230923.0,9/18/2023,Ordinance amending the Administrative Code to add the Firefighters Cancer Prevention Foundation to the list of organizations to which City officers and employees may make donations by payroll deduction.,Aye,Rules Committee
61,230686.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Walgreen Co. for $229,610,002 (the City to be paid $200,000,002 over 15 years, the City’s outside counsel to be paid $29,610,000); the lawsuit was filed on December 18, 2018, in the United States District Court for the Northern District of California, Case No. 3:18-cv-7591-CRB-JSC; entitled The City and County of San Francisco and the People of the State of California v. Purdue Pharma L.P., Richard S. Sackler, Jonathan D. Sackler, Mortimer D.A. Sackler",Aye,Board of Supervisors
62,230687.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Cephalon, Inc.; Teva Pharmaceuticals USA, Inc.; Teva Pharmaceutical Industries Ltd; Watson Laboratories, Inc.; Actavis LLC; Actavis Pharma, Inc. (f/k/a Watson Pharma, Inc.); Actavis Elizabeth LLC; Actavis Mid Atlantic LLC; Warner Chilcott Company, LLC; Actavis South Atlantic LLC; Actavis Totowa LLC; Actavis Kadian LLC; Actavis Laboratories UT, Inc. (f/k/a/ Watson Laboratories, Inc.-Salt Lake City); Actavis Laboratories FL, Inc. (f/k/a Watson Laboratori",Aye,Board of Supervisors
63,230688.0,9/12/2023,"Ordinance authorizing settlement of the lawsuit filed by the City and County of San Francisco and the People of the State of California against Allergan Finance, LLC (f/k/a Actavis, Inc., which, in turn, was f/k/a Watson Pharmaceuticals, Inc.) and Allergan Limited (f/k/a Allergan plc, which, in turn, was f/k/a Actavis plc) for $12,916,274 (the City to be paid $10,156,889 over 5 years, the City’s outside counsel to be paid $1,585,179, and the City Attorney’s Office to be paid $1,174,206); directing the Controller to allocate funds to the City Attorney’s Office as provided in the settlement agre",Aye,Board of Supervisors
64,230702.0,9/12/2023,Ordinance amending the Administrative Code to exempt payments received by housed participants in Guaranteed Income pilot programs from the Human Service Agency’s determinations regarding the participants’ eligibility for the County Adult Assistance Programs and the amount of aid the participants may receive.,Aye,Board of Supervisors
65,230833.0,9/12/2023,"Ordinance authorizing the execution and delivery of Certificates of Participation, in one or more series on a tax-exempt and/or taxable basis and from time to time, evidencing and representing an aggregate principal amount of not to exceed $77,170,000 (“Certificates”), to finance and refinance certain capital improvement projects within the City and County of San Francisco’s (“City”) capital plan and generally consisting of critical repairs, renovations and improvements to City-owned buildings, facilities, streets and works maintained and utilized by various City departments; approving the for",Aye,Board of Supervisors
66,230480.0,9/12/2023,"Resolution authorizing and approving the lease of approximately 400 square feet of the City-owned radio equipment room and one antenna at 125 Christmas Tree Point, aka Twin Peaks Blvd, with the State of California, General Services Agency, for the California Highway Patrol, for an initial annual base rent of $9,000 with annual adjustments of four percent for a term of 10 years, with two five-year options to renew to commence upon execution of the Lease, and after approval of this Resolution by the Board of Supervisors and Mayor, in their respective sole and absolute discretion; finding the pro",Aye,Board of Supervisors
67,230573.0,9/12/2023,"Resolution authorizing a lease with the State of California, acting by and through its Department of Transportation, for the Recreation and Park Department to operate a property commonly known as Assessor’s Parcel Block No. 5331, Lot No. 056, located under Highway 280 along Selby Street between Quesada Avenue and Palou Avenue, for an initial term of 10 years with three five-year options and base rent of $2,000 per year with four percent yearly adjustments; adopting environmental findings and other findings that the actions set forth in this Resolution are consistent with the General Plan, and",Aye,Board of Supervisors
68,230716.0,9/12/2023,"Resolution approving a maintenance agreement between the City and County of San Francisco and the California Department of Transportation (“Caltrans”) for the City’s maintenance of artwork on right-of-way within Caltrans jurisdiction located at the southeast corner of 17th Street and San Bruno Avenue, and southwest corner of 17th Street and Vermont Street for the Potrero Gateway Public Art Project; and the City’s indemnification of Caltrans for any claims occurring by reason of anything done or omitted to be done by City under the agreement, effective upon approval of this Resolution.",Aye,Board of Supervisors
69,230811.0,9/12/2023,"Resolution approving the Director of Public Works’ declaration of emergency under Administrative Code, Section 6.60, for repair work at Laguna Honda Hospital and Rehabilitation Center, located at 375 Laguna Honda Boulevard, estimated to cost in excess of $250,000 but not to exceed $28,400,000.",Aye,Board of Supervisors
70,230814.0,9/12/2023,"Resolution retroactively authorizing the Department on the Status of Women to accept and expend a grant from the Blue Shield California Foundation in the amount of $150,000 for a one-year grant period from April 1, 2023, through March 31, 2024, for the Leveraging Collaboratives to End Domestic Violence Program.",Aye,Board of Supervisors
71,230816.0,9/12/2023,"Resolution authorizing the San Francisco Public Utilities Commission to accept and expend grant funds of up to $538,051 from the California Department of Water Resources for the pipeline construction of the San Francisco Zoo Recycled Water Project, pursuant to Administrative Code, Section 10.170-1(b), for the period of October 1, 2023, through December 31, 2024.",Aye,Board of Supervisors
72,230842.0,9/12/2023,"Resolution exempting from the competitive bidding policy set forth in Administrative Code, Section 2.6-1, the potential real estate transaction involving Port property at Seawall Lot 300/301 and Pier 45 with Fisherman’s Wharf Revitalized, LLC, for development of a mixed use property that includes an experiential museum, events center, public plaza, expanded limited vehicular access resilient waterfront promenade, a combination winery/brewery/distillery, and short term vacation rental project celebrating, highlighting, and supporting the fishing and seafood industry of Fisherman’s Wharf and inc",Aye,Board of Supervisors
73,230710.0,9/12/2023,"Resolution authorizing the Recreation and Park Department to issue a permit for Another Planet Entertainment LLC to hold a ticketed concert at the Golden Gate Park Polo Fields on the Friday, Saturday, and Sunday following the Outside Lands Festival in 2024, 2025 and 2026, in exchange for a minimum permit fee $1,400,000 per year for a two-day event and $2,100,000 for a three-day event for a three-year term to commence in 2024, and a commitment to hold three free musical concerts per year, for each year in which concerts are held at the Polo Fields; affirming a categorical exemption under the Ca",Aye,Board of Supervisors
74,230869.0,9/12/2023,"Resolution approving the third amendment to the grant agreement between the Homeless Prenatal Program and the Department of Homelessness and Supportive Housing (“HSH”) for homelessness prevention assistance; extending the grant term by 45 months for a total term of July 1, 2018, through June 30, 2027; increasing the agreement amount by $13,561,035 for a total amount not to exceed $23,461,035; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or materially decrease the benefits to",Aye,Board of Supervisors
75,230870.0,9/12/2023,"Resolution approving the first amendment to the grant agreement between Brilliant Corners and the Department of Homelessness and Supportive Housing (“HSH”) for housing location and rental assistance for young adults in rapid re-housing; extending the grant term by 24 months from June 30, 2024, for a total term of July 1, 2021, through June 30, 2026; increasing the agreement amount by $17,409,402 for a total amount not to exceed $27,309,402; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement/contract that do not materially increase the obligatio",Aye,Board of Supervisors
76,230871.0,9/12/2023,"Resolution approving the second amendment to the grant agreement between the Tenderloin Housing Clinic, Inc. and the Department of Homelessness and Supportive Housing (“HSH”) for master lease stewardship, property management, and support services at 16 permanent supportive housing sites; extending the grant term by 24 months for a total term of July 1, 2020, through June 30, 2026; increasing the agreement amount by $108,753,662 for a total amount not to exceed $241,657,513; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not material",Aye,Board of Supervisors
77,230872.0,9/12/2023,"Resolution approving the second amendment to the grant agreement between Five Keys Schools and Programs and the Department of Homelessness and Supportive Housing (“HSH”) for shelter and support services at the Bayshore Navigation Center; extending the grant term by 33 months for a total term of January 1, 2021, through June 30, 2026; increasing the agreement amount by $15,155,893 for a total amount not to exceed $25,071,113; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or mat",Aye,Board of Supervisors
78,230887.0,9/12/2023,Motion affirming the determination by the Planning Department that the proposed project at 939 Lombard Street is categorically exempt from environmental review.,Aye,Board of Supervisors
79,230888.0,9/12/2023,"Motion conditionally reversing the determination by the Planning Department that the proposed project at 949 Lombard Street is exempt from further environmental review, subject to the adoption of written findings of the Board in support of this determination.",Aye,Board of Supervisors
80,230889.0,9/12/2023,Motion directing the Clerk of the Board to prepare findings reversing the determination by the Planning Department that the proposed project at 939 Lombard Street is exempt from further environmental review.,Aye,Board of Supervisors
81,230940.0,9/12/2023,"Resolution retroactively extending by 90 days the prescribed time within which the Planning Commission may render its decision on an Ordinance (File No. 230704) amending the Planning Code to revise the definition of Parcel Delivery Services to include Fleet Charging for freight or Autonomous Vehicles, as defined, that are primarily engaged in or preparing to deliver parcels or goods, and Parking Garages for use by employees of a Parcel Delivery Service use; affirming the Planning Department’s determination under the California Environmental Quality Act; and making public necessity, convenience",Aye,Board of Supervisors
82,230945.0,9/12/2023,"Resolution retroactively extending by 90 days the prescribed time within which the Planning Commission may render its decision on an Ordinance (File No. 230706) amending the Planning Code to eliminate the public art requirement for 100% affordable housing projects and provide for the relocation or removal of existing artwork at such projects subject to certain conditions, and affirming the Planning Department’s California Environmental Quality Act determination; and making Planning Code, Section 302, findings, and making findings of consistency with the General Plan, and the eight priority pol",Aye,Board of Supervisors
83,230946.0,9/12/2023,Resolution urging the Interdepartmental Staff Committee on Traffic and Transportation to approve a proposed plan to allow the How Weird Street Faire for 2023 to charge an admission fee.,Aye,Board of Supervisors
84,230947.0,9/12/2023,Resolution proclaiming the month of September 2023 as the Eighth Annual San Francisco Transit Month in the City and County of San Francisco.,Aye,Board of Supervisors
85,230953.0,9/12/2023,Resolution recognizing the month of September 2023 as Childhood Cancer Awareness Month in the City and County of San Francisco.,Aye,Board of Supervisors
86,230875.0,9/12/2023,"Resolution recognizing August 31, 2023, as an International Overdose Awareness Day in the City and County of San Francisco.",Aye,Board of Supervisors
87,230875.0,9/12/2023,"Resolution recognizing August 31, 2023, as an International Overdose Awareness Day in the City and County of San Francisco.",Aye,Board of Supervisors
88,230949.0,9/12/2023,"Resolution approving the Recreation and Park Department General Manager’s declaration of emergency under Administrative Code, Section 6.60, for the repair and replacement of the elevators at Portsmouth Square Parking Garage, with a not to exceed amount of $2,200,000.",Aye,Board of Supervisors
89,230950.0,9/12/2023,Resolution urging the Department of Homelessness and Supportive Housing (HSH) to fill at least half of the vacant Permanent Supportive Housing units within 90 days and to maintain a vacancy rate no greater than 5% thereafter.,Aye,Board of Supervisors
90,230920.0,9/11/2023,"Motion appointing Norlissa Cooper, term ending January 15, 2024, to the San Francisco Health Authority.",Excused,Rules Committee
91,230961.0,9/11/2023,"Motion appointing David Mauroff, term ending June 1, 2024, to the Reentry Council.",Excused,Rules Committee
