ID,Action Date,Title,Vote,Meeting Body,File #
12,2024-10-08 00:00:00,"Resolution approving the Contract Amendment between the City, acting by and through the Office of Contract Administration (OCA), and W.W. Grainger, Inc. for the purchase of Industrial Supplies by City departments, increasing the amount by $25,000,000 for a total not to exceed amount of $32,000,000 with no changes to the term of two years, nine months and 27 days from January 12, 2024, through November 8, 2026; and to authorize OCA to enter into amendments or modifications to the Amendment that do not materially increase the obligations or liabilities to the City and are necessary to effectuate",Aye,Board of Supervisors,240838.0
13,2024-10-08 00:00:00,"Resolution authorizing the Sheriff’s Office to execute a Third Amendment to the existing Agreement with ARAMARK Correctional Services, LLC (ARAMARK), for jail food services to exercise the final option to extend the contract term for 12 months from November 1, 2024, for a total term of November 1, 2018, through October 31, 2025; and to increase the not to exceed contract amount from $20,000,000 to $24,783,723.",Aye,Board of Supervisors,240862.0
14,2024-10-08 00:00:00,"Resolution approving Contract Amendment No. 4 to the agreement between the City, acting by and through the Office of Contract Administration, and Golden Gate Petroleum for the provision of renewable diesel, increasing the contract amount by $15,595,000 for a total not to exceed amount of $102,345,000 and extending the duration by eight months, for a total term of six years and one month, from June 1, 2019, through June 30, 2025; authorizing the Office of Contract Administration to further amend the agreement, if necessary, increasing the contract amount up to a maximum not to exceed amount of",Aye,Board of Supervisors,240864.0
15,2024-10-08 00:00:00,"Resolution approving Contract Amendment No. 2 to the agreement between City, acting by and through the Office of Contract Administration, and Mansfield Oil Company of Gainesville, Inc. for the provision of gasoline, increasing the contract amount by $7,538,000 for a total not to exceed amount of $17,513,000 and extending the duration by seven months and 14 days, for a total term of one year, seven months, and 14 days, from November 17, 2023, through June 30, 2025; authorizing the Office of Contract Administration to further amend the agreement, if necessary, increasing the contract amount up t",Aye,Board of Supervisors,240865.0
16,2024-10-08 00:00:00,"Resolution authorizing the Port of San Francisco to accept and expend a grant award in the amount of $7,800,000 from the California Coastal Conservancy Climate Ready Program, for Southern Embarcadero Resilience and Enhancement Project for the period of October 1, 2024, through May 31, 2027.",Aye,Board of Supervisors,240886.0
17,2024-10-08 00:00:00,Ordinance amending the Housing Code to require R-1 and R-2 occupancy group buildings to maintain at least one existing elevator for residents’ use; and affirming the Planning Department’s determination under the California Environmental Quality Act.,Aye,Board of Supervisors,240807.0
18,2024-10-08 00:00:00,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole, on October 8, 2024, at 3:00 p.m., to hold a public hearing on the state of the hotel industry in San Francisco and the conditions for guests and workers within the industry, and the """"Status of the San Francisco Economy"""" report; and requesting the City Controller to report.",Aye,Board of Supervisors,240972.0
19,2024-10-08 00:00:00,"Resolution approving a sixth amendment to Contract 1000020021 between the City, acting by and through the Office of Contract Administration (OCA), and Sunset Scavenger Company d/b/a Recology Sunset Scavenger, Golden Gate Disposal & Recycling Company d/b/a Recology Golden Gate, and Recology San Francisco (collectively “Contractor”) for refuse collection services at City facilities, increasing the contract amount by $1,500,000 for a total not to exceed amount of $45,300,000; and extending the duration of the term by two months from November 1, 2024, for a total contract term of December 1, 2020,",Aye,Board of Supervisors,240863.0
20,2024-10-08 00:00:00,"Ordinance amending the Administrative Code to provide that newly constructed dwelling units that first received a certificate of occupancy between June 14, 1979, and June 13, 1994, shall be generally subject to rent control, to the extent authorized by a future modification or repeal of the Costa-Hawkins Rental Housing Act; and making certain changes to clarify existing law regarding rent control exemptions under Costa-Hawkins.",No,Board of Supervisors,240880.0
21,2024-10-08 00:00:00,"Ordinance amending the Administrative Code to provide that newly constructed dwelling units that first received a certificate of occupancy between June 14, 1979, and June 13, 1994, shall be generally subject to rent control, to the extent authorized by a future modification or repeal of the Costa-Hawkins Rental Housing Act; and making certain changes to clarify existing law regarding rent control exemptions under Costa-Hawkins.",Aye,Board of Supervisors,240880.0
22,2024-10-08 00:00:00,"Ordinance amending the Administrative Code to provide that newly constructed dwelling units that first received a certificate of occupancy between June 14, 1979, and June 13, 1994, shall be generally subject to rent control, to the extent authorized by a future modification or repeal of the Costa-Hawkins Rental Housing Act; and making certain changes to clarify existing law regarding rent control exemptions under Costa-Hawkins.",Aye,Board of Supervisors,240880.0
23,2024-10-08 00:00:00,"Ordinance amending the Administrative Code to provide for the confidentiality of client information received by the Office of Victim and Witness Rights (“OVWR”); establish and clarify the responsibilities of OVWR; move the Office of Sexual Harassment and Assault Response and Prevention (“SHARP”) from the Human Rights Commission to OVWR, and require SHARP to offer trauma-informed assistance to victims in navigating City processes, including by supporting victims in non-custodial law enforcement interviews, provided a SHARP employee’s presence does not obstruct a police investigation or interfer",Aye,Board of Supervisors,240700.0
24,2024-10-08 00:00:00,"Resolution determining that the transfer of a Type-21 off-sale general beer, wine, and distilled spirits liquor license to Union & Hyde LLC., doing business as Union & Hyde, located at 1210 Union Street (District 3), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose a condition on the issuance of the license.",Aye,Board of Supervisors,240785.0
25,2024-10-08 00:00:00,"Resolution determining that the issuance of a Type-90 on-sale general music venue liquor license to 3089 16th Street LLC, to do business as Skylark located at 3089-16th Street (District 9), will serve the public convenience or necessity of the City and County of San Francisco, in accordance with California Business and Professions Code, Section 23958.4; and requesting that the California Department of Alcoholic Beverage Control impose conditions on the issuance of the license.",Aye,Board of Supervisors,240822.0
26,2024-10-08 00:00:00,"Ordinance amending the Administrative Code to establish two Entertainment Zones: the Mid-Market Entertainment Zone, on Market Street between 5th Street and 6th Street, with eastern boundaries at Mason Street on the north side of Market Street and at 5th Street on the south side of Market Street, and western boundaries at the intersection of Golden Gate Avenue and Taylor Street on the north side of Market Street and at 6th Street on the south side of Market Street; and the Arena Entertainment Zone, bounded by Warriors Way on the north, Terry A. Francois Boulevard on the east, 16th Street on the",Aye,Board of Supervisors,240843.0
27,2024-10-08 00:00:00,Ordinance amending the Building Code to allow new construction that complies with the Design Guidelines for Electric-Ready Buildings to install gas infrastructure to serve appliances covered by the Energy Policy and Conservation Act (EPCA); adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye,Board of Supervisors,240845.0
28,2024-10-08 00:00:00,Resolution urging the City Attorney and the San Francisco Public Utilities Commission to immediately resolve its lawsuit regarding the Clean Water Act with the United States Environmental Protection Agency.,Aye,Board of Supervisors,240940.0
29,2024-10-08 00:00:00,Resolution urging the City Attorney and the San Francisco Public Utilities Commission to immediately resolve its lawsuit regarding the Clean Water Act with the United States Environmental Protection Agency.,Aye,Board of Supervisors,240940.0
30,2024-10-08 00:00:00,"Motion approving the Mayor's nomination for the appointment of Avni Jamdar to the Public Utilities Commission, for a term ending August 1, 2028.",Aye,Board of Supervisors,240867.0
31,2024-10-08 00:00:00,"Motion approving the Mayor's nomination for the appointment of Joshua Arce to the Public Utilities Commission, for a term ending August 1, 2026.",Aye,Board of Supervisors,240868.0
32,2024-10-08 00:00:00,"Motion approving the Mayor's nomination for the appointment of Stephen Leveroni to the Public Utilities Commission, for a term ending August 1, 2028.",Aye,Board of Supervisors,240869.0
33,2024-10-08 00:00:00,"Motion authorizing City Employees to assist the Department of Elections with the November 5, 2024, Consolidated General Election.",Aye,Board of Supervisors,240971.0
34,2024-10-08 00:00:00,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on October 29, 2024, at 4:00 p.m. to examine the results of the Whole School Lesson Study Math Pilot Program that is funded by the City, to hear from the school sites that participated in the study who will share data from the first two years of the pilot, clarify the San Francisco Unified School District’s (SFUSD) and the Department of Children, Youth and Their Family’s (DCYF) commitment to continuing the program with funding from the Student Success Fund given its demonstrated, data-driven progress, and understand",Aye,Board of Supervisors,240975.0
35,2024-10-08 00:00:00,"Resolution recognizing and honoring the Chinese Consolidated Benevolent Association’s 175th Anniversary; and declaring October 5, 2024, as “Chinese Consolidated Benevolent Association Day,” in the City and County of San Francisco.",Aye,Board of Supervisors,240979.0
36,2024-10-08 00:00:00,"Resolution recognizing October 2024 as """"Domestic Violence Awareness Month"""" in the City and County of San Francisco, and reaffirming its commitment to supporting initiatives that raise awareness, prevent domestic violence, and provide resources and services to survivors.",Aye,Board of Supervisors,240970.0
37,2024-10-08 00:00:00,"Motion directing the Clerk of the Board of Supervisors to issue subpoenas duces tecum to Daniel Lawson and Tom Yeh to appear at a future Government Audit and Oversight Committee (GAO) hearing, date to be determined, should they fail to attend and answer questions, as requested, in their roles as former Board members SF SAFE at a special GAO hearing.",Aye,Board of Supervisors,240974.0
38,2024-10-08 00:00:00,"Motion directing the Clerk of the Board of Supervisors to issue subpoenas duces tecum to Daniel Lawson and Tom Yeh to appear at a future Government Audit and Oversight Committee (GAO) hearing, date to be determined, should they fail to attend and answer questions, as requested, in their roles as former Board members SF SAFE at a special GAO hearing.",Aye,Board of Supervisors,240974.0
39,2024-10-07 00:00:00,"Ordinance amending the Administrative Code to establish two Entertainment Zones: the Mid-Market Entertainment Zone, on Market Street between 5th Street and 6th Street, with eastern boundaries at Mason Street on the north side of Market Street and at 5th Street on the south side of Market Street, and western boundaries at the intersection of Golden Gate Avenue and Taylor Street on the north side of Market Street and at 6th Street on the south side of Market Street; and the Arena Entertainment Zone, bounded by Warriors Way on the north, Terry A. Francois Boulevard on the east, 16th Street on the",Aye,Land Use and Transportation Committee,240843.0
40,2024-10-07 00:00:00,Ordinance amending the Building Code to allow new construction that complies with the Design Guidelines for Electric-Ready Buildings to install gas infrastructure to serve appliances covered by the Energy Policy and Conservation Act (EPCA); adopting findings of local conditions under the California Health and Safety Code; affirming the Planning Department’s determination under the California Environmental Quality Act; and directing the Clerk of the Board of Supervisors to forward this Ordinance to the California Building Standards Commission upon final passage.,Aye,Land Use and Transportation Committee,240845.0
41,2024-10-07 00:00:00,"Ordinance amending the Public Works Code to waive the major encroachment permit fees for a project to install and maintain mosaic tiles on the Vicha Ratanapakdee Way stairs located in the Anza Vista neighborhood between O'Farrell Street and Terra Anza Avenue and amending the Planning Code to waive the General Plan referral fee associated with this encroachment permit; affirming the Planning Commission’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240806.0
42,2024-10-07 00:00:00,"Ordinance amending the Planning Code to eliminate the public art requirement for 100% affordable housing projects and provide for the relocation or removal of existing artwork at such projects subject to certain conditions; affirming the Planning Commission’s determination under the California Environmental Quality Act; and making findings, including findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,231268.0
43,2024-10-07 00:00:00,"Ordinance amending the Public Works Code to waive the major encroachment permit fees for a project to install and maintain mosaic tiles on the Vicha Ratanapakdee Way stairs located in the Anza Vista neighborhood between O'Farrell Street and Terra Anza Avenue and amending the Planning Code to waive the General Plan referral fee associated with this encroachment permit; affirming the Planning Commission’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,240806.0
44,2024-10-07 00:00:00,"Ordinance amending the Planning Code to eliminate the public art requirement for 100% affordable housing projects and provide for the relocation or removal of existing artwork at such projects subject to certain conditions; affirming the Planning Commission’s determination under the California Environmental Quality Act; and making findings, including findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1.",Aye,Land Use and Transportation Committee,231268.0
45,2024-10-07 00:00:00,Resolution urging the City Attorney and the San Francisco Public Utilities Commission to immediately resolve its lawsuit regarding the Clean Water Act with the United States Environmental Protection Agency.,Aye,Land Use and Transportation Committee,240940.0
46,2024-10-07 00:00:00,Resolution urging the City Attorney and the San Francisco Public Utilities Commission to immediately resolve its lawsuit regarding the Clean Water Act with the United States Environmental Protection Agency.,Aye,Land Use and Transportation Committee,240940.0
47,2024-10-01 00:00:00,"Ordinance retroactively authorizing the Department of Public Works to accept and expend a grant in the amount of $12,000,000 from the Urban and Community Forest Program of the United States Department of Agriculture’s Forest Service to fund the Department of Public Works’ Justice, Jobs, and Trees Program, that will include tree planting, tree establishment, and urban forestry workforce development in disadvantaged communities for the period of July 1, 2024, through June 30, 2029; and retroactively amending Ordinance No. 167-24 (the Interim Annual Salary Ordinance for Fiscal Years 2024-2025 and",Aye,Board of Supervisors,240786.0
48,2024-10-01 00:00:00,"Ordinance designating a portion of the sidewalk near the corner of Woodland Avenue at Parnassus Avenue as the site of a future commemorative plaque in honor of the former activists of Woodland Avenue (Jane Morrison, Jack Morrison, Diana Roosevelt Jaicks, Agar Jaicks); granting the Public Works Director authority to approve the installation of said plaque to be installed at said location following the Director’s review of all permit application materials and the approval of the plaque design by the Design Review Committee of the Arts Commission; waiving permit and inspection fees under the Publ",Aye,Board of Supervisors,240801.0
49,2024-10-01 00:00:00,"Ordinance amending the Administrative Code to establish the Greater Downtown Community Benefit District Master Permitting for Entertainment Activation Program (“Greater Downtown Activation Program”) to coordinate and streamline permitting for Community Benefit District-sponsored public events taking place at certain locations in the Greater Downtown Area, and to designate Greater Downtown Activation Program locations as Entertainment Zones to allow the off-site consumption of alcoholic beverages purchased at businesses within the Entertainment Zone during events; amending the Public Works Code",Aye,Board of Supervisors,240804.0
50,2024-10-01 00:00:00,"Ordinance appropriating $30,500,000 consisting of $29,000,000 of one or more series of Certificates of Participation Series 2024A proceeds and $1,500,000 of projected parking revenues from operation of the Music Concourse Garage in the Recreation and Park Department (REC), and placing these funds on Controller’s Reserve pending the sale of the Certificates of Participation and acquisition of the Music Concourse Garage in Fiscal Year (FY) 2024-2025.",Aye,Board of Supervisors,240840.0
51,2024-10-01 00:00:00,"Ordinance delegating Board of Supervisors approval authority under Charter, Section 9.118(a), to the Department of Public Works to enter into and amend contracts with the Office of Community Investment and Infrastructure (“OCII”) for the Transbay Project; and authorizing the Department of Public Works to execute certain access agreements necessary to further the development of the Transbay Project.",Aye,Board of Supervisors,240841.0
52,2024-10-01 00:00:00,"Ordinance amending the Police Code to 1) prohibit persons from promoting a Vehicle Sideshow or preparations for such a sideshow; 2) prohibit persons from assembling together to obstruct the streets, sidewalks, highways, other public right-of-ways, off-street parking facilities, or private property in connection with a Vehicle Sideshow or preparations for such a sideshow; 3) prohibit persons from knowingly being present at a Vehicle Sideshow or preparations for such a sideshow for purposes of participating in the Vehicle Sideshow; 4) prohibit persons present at a Vehicle Sideshow or preparation",Aye,Board of Supervisors,240844.0
53,2024-10-01 00:00:00,"Ordinance amending the Police Code to 1) prohibit persons from promoting a Vehicle Sideshow or preparations for such a sideshow; 2) prohibit persons from assembling together to obstruct the streets, sidewalks, highways, other public right-of-ways, off-street parking facilities, or private property in connection with a Vehicle Sideshow or preparations for such a sideshow; 3) prohibit persons from knowingly being present at a Vehicle Sideshow or preparations for such a sideshow for purposes of participating in the Vehicle Sideshow; 4) prohibit persons present at a Vehicle Sideshow or preparation",Aye,Board of Supervisors,240844.0
54,2024-10-01 00:00:00,"Ordinance retroactively authorizing the Office of Economic and Workforce Development to accept and expend a grant in the amount of $14,000,000 from the California Economic Development Department for the California Jobs First Catalyst Program, for the grant period of May 1, 2024, through September 30, 2026; and exempting the California Jobs First Catalyst Program subgrants from the grantmaking requirements under Administrative Code, Chapter 21G, and all other provisions in the Administrative, Environment, and Labor and Employment Codes imposing obligations or restrictions on subgrantees related",Aye,Board of Supervisors,240842.0
55,2024-10-01 00:00:00,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant increase in the amount of $138,434 for a total amount of $173,063 from the National Institutes of Health through Florida State University for participation in a program, entitled “Adolescent Medicine Trials Network for HIV/AIDS Interventions (ATN) Scientific Leadership Center,” for the period of December 1, 2023, through November 30, 2024.",Aye,Board of Supervisors,240788.0
56,2024-10-01 00:00:00,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant in the amount of $177,860 from the Department of Health and Human Services through Heluna Health for participation in a program, entitled “MyPrEP Plus: Development and Pilot Testing of Novel Pre-Exposure Prophylaxis Support Tools for Transgender Women,” for the period of September 7, 2023, through September 6, 2025.",Aye,Board of Supervisors,240789.0
57,2024-10-01 00:00:00,"Resolution retroactively authorizing the Department of Public Health to accept and expend a grant increase from the National Institutes of Health through Heluna Health for participation in a program, entitled “The Bridge Clinic: Optimizing Injectable PrEP Delivery for Transgender and Non-Binary People,” in the amount of $88,930 for the period of February 22, 2024, through January 31, 2025, for a total amount of $160,074 for the total period of April 1, 2023, through January 31, 2025.",Aye,Board of Supervisors,240850.0
58,2024-10-01 00:00:00,"Resolution approving Amendment No. 6 to Contract No. 1000029167 between the City, acting by and through the Department of Public Works, and Hunters Point Family, to create employment opportunities, job training and workforce development programs, and ensure the availability of safe and clean public restrooms for the Pit Stop Workforce Development Grant Program, extending the term by nine months for a total term of July 1, 2023, through June 30, 2025, increasing the contract amount by $6,972,047.52 for a new total not to exceed amount from of $16,238,478.52; and to authorize the Director of Pub",Aye,Board of Supervisors,240829.0
59,2024-10-01 00:00:00,"Resolution authorizing the Environment Department to accept and expend an in-kind gift of pro bono tax services, with an estimated value of $112,089 for a term of engagement effective upon approval of this Resolution through May 31, 2025, provided by Deloitte Tax LLP, to help the City identify opportunities to obtain federal tax credits for qualifying sustainability activities, and authorizing the Director of the Environment Department or the Director’s designee, to enter into and execute the agreement, and amendments thereto, consistent with the proposal and necessary to carry out the purpose",Aye,Board of Supervisors,240836.0
60,2024-10-01 00:00:00,"Resolution 1) approving and authorizing the Director of Property and the Mayor’s Office of Housing and Community Development (“MOHCD”) to enter into a Commercial Ground Lease for Real Property owned by the City and located at 725 Davis Street (the “Commercial Property”) with Broadway Davis Retail Associates LLC, for a lease term of 70 years and one 24-year option to extend and an annual base rent of $1 (“Commercial Ground Lease”), in order to develop ground floor commercial space for community-serving uses (“Commercial Project”); 2) approving and authorizing the Director of Property and the Di",Aye,Board of Supervisors,240849.0
61,2024-10-01 00:00:00,"Resolution 1) approving and authorizing the Director of Property and the Executive Director of the Department of Homelessness and Supportive Housing (“HSH”) to enter into a Ground Lease with Five Keys Schools and Programs for the real property owned by the City, located at 42 Otis Street (the “Property”), for an initial lease term of five years with 10 automatic extensions of the lease term for an additional period of five years each and a total rent not to exceed $1 in order to operate the Property as permanent supportive housing; 2) determining in accordance with Administrative Code, Section",Aye,Board of Supervisors,240882.0
62,2024-10-01 00:00:00,"Resolution 1) approving and authorizing the Director of Property, on behalf of the San Francisco Mayor’s Office of Housing and Community Development (“MOHCD”), to acquire real property located at 3300, 3306, and 3308 Mission Street (“Property"""") from 3300 Mission Partners L.P. (“Borrower”) for $4,151,000 under an Agreement for Purchase and Sale (“Purchase Agreement”); 2) placing the Property under the jurisdiction of MOHCD for use in constructing affordable housing; 3) approving and authorizing the Director of Property and the Director of MOHCD to enter into a Ground Lease to lease the Property",Aye,Board of Supervisors,240884.0
63,2024-10-01 00:00:00,"Resolution responding to the Presiding Judge of the Superior Court on the findings and recommendations contained in the 2023-2024 Civil Grand Jury Report, entitled """"Come Hell or Highwater: Flood Management in a Changing Climate;"""" and urging the Mayor to cause the implementation of accepted findings and recommendations through her department heads and through the development of the annual budget.",Aye,Board of Supervisors,240668.0
64,2024-10-01 00:00:00,"Resolution responding to the Presiding Judge of the Superior Court on the findings and recommendations contained in the 2023-2024 Civil Grand Jury Report, entitled """"Commission Impossible? Getting the Most from San Francisco’s Commissions""""; and urging the Mayor to cause the implementation of accepted findings and recommendations through her department heads and through the development of the annual budget.",Aye,Board of Supervisors,240709.0
65,2024-10-01 00:00:00,"Resolution responding to the Presiding Judge of the Superior Court on the findings and recommendations contained in the 2023-2024 Civil Grand Jury Report, entitled """"Commission Impossible? Getting the Most from San Francisco’s Commissions""""; and urging the Mayor to cause the implementation of accepted findings and recommendations through her department heads and through the development of the annual budget.",Aye,Board of Supervisors,240709.0
66,2024-10-01 00:00:00,"Resolution responding to the Presiding Judge of the Superior Court on the findings and recommendations contained in the 2023-2024 Civil Grand Jury Report, entitled """"Building San Francisco Designing, Constructing, and Maintaining City Infrastructure""""; and urging the Mayor to cause the implementation of accepted findings and recommendations through her department heads and through the development of the annual budget.",Aye,Board of Supervisors,240711.0
67,2024-10-01 00:00:00,"Resolution responding to the Presiding Judge of the Superior Court on the findings and recommendations contained in the 2023-2024 Civil Grand Jury Report, entitled """"Lifting the Fog: On Budgets, Innovation, Silos, and More""""; and urging the Mayor to cause the implementation of accepted findings and recommendations through her department heads and through the development of the annual budget.",Aye,Board of Supervisors,240720.0
68,2024-10-01 00:00:00,"Ordinance amending the Planning Code and Zoning Map to establish the 555 9th Street Special Sign District encompassing the real property consisting of Assessor’s Parcel Block No. 3781, Lot No. 003, and to modify sign controls for the existing shopping center; affirming the Planning Department’s determination under the California Environmental Quality Act; making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1; and making findings of public necessity, convenience, and welfare under Planning Code, Section 302.",Aye,Board of Supervisors,240438.0
69,2024-10-01 00:00:00,"Ordinance amending the Administrative Code to expand the San Francisco Public Utilities Commission’s (SFPUC) Social Impact Partnership Program by requiring that all covered contracts that include a Social Impact commitment, including those contracts that were solicited before April 22, 2023, increase such commitment upon amendment or modification of the contract and by removing the minimum threshold for applicable amendments or modifications.",Aye,Board of Supervisors,240808.0
70,2024-10-01 00:00:00,"Motion appointing Claudia Quinonez (residency requirement waived), term ending March 19, 2027, to the Child Care Planning and Advisory Council (District 4).",Aye,Board of Supervisors,240835.0
71,2024-10-01 00:00:00,"Motion appointing Melinda Burrus, term ending December 31, 2024, to the Sugary Drinks Distributor Tax Advisory Committee.",Aye,Board of Supervisors,240866.0
72,2024-10-01 00:00:00,"Ordinance amending the Building Code to excuse the requirement for professionally prepared architectural drawings for building permits to change certain use designations that do not increase occupant load or occupancy class, or include alterations; and affirming the Planning Department’s determination under the California Environmental Quality Act.",Aye,Board of Supervisors,240798.0
73,2024-10-01 00:00:00,"Resolution urging San Francisco Unified School District Superintendent, Dr. Matt Wayne, to reevaluate his plan for citywide school closures and/or mergers and work with the California Department of Education on fiscal solvency, including an audit of existing budget systems, developing an in-depth benefit and cost saving analysis, exploring options before considering school closures or mergers, and supporting upcoming revenue measures.",Aye,Board of Supervisors,240938.0
74,2024-10-01 00:00:00,"Resolution proclaiming October 2024 as the first “San Francisco Stairway Month” in the City and County of San Francisco and supporting community beautification projects, encourage neighborhood exploration, and inspire San Francisco's inhabitants, elected officials, and city workers to find their nearest, or furthest, staircase and partake in San Francisco Stairway Month events and activities.",Aye,Board of Supervisors,240939.0
75,2024-10-01 00:00:00,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole, on October 1, 2024, at 3:00 p.m., to hold a public hearing to examine the unaccounted for $20,000,000 in the San Francisco Unified School District’s (SFUSD) budget for Special Education and the unfilled positions that support SFUSD’s Special Education work, and the $8,400,000 from the Student Success Fund the Mayor allocated to the newly announced School Stabilization Team.",Aye,Board of Supervisors,240942.0
76,2024-10-01 00:00:00,"Motion scheduling the Board of Supervisors to sit as a Committee of the Whole on October 1, 2024, at 3:00 p.m., to hold a public hearing to consider an Ordinance authorizing the Department of Public Health to amend an existing grant to Planned Parenthood Northern California by increasing the not to exceed amount by $171,000 for a total not to exceed amount of $571,000 to fund security personnel to support access to family planning and other sexual and reproductive healthcare services, with no changes to the grant term of April 1, 2023, through March 31, 2025; and waiving the competitive solici",Aye,Board of Supervisors,240945.0
77,2024-10-01 00:00:00,"Resolution supporting United States House of Representatives Bill H.R. 9662, the Homes Act, introduced by United States Senator Tina Smith and Representative Alexandria Ocasio-Cortez, to address the affordable housing crisis by establishing a national Housing Development Authority to create permanently affordable, climate-resilient housing and provide an alternative to market-rate housing.",Aye,Board of Supervisors,240941.0
78,2024-10-01 00:00:00,"Ordinance authorizing the Department of Public Health to amend an existing grant to Planned Parenthood Northern California by increasing the not to exceed amount by $171,000 for a total not to exceed amount of $571,000 to fund security personnel to support access to family planning and other sexual and reproductive healthcare services, with no changes to the grant term of April 1, 2023, through March 31, 2025; and waiving the competitive solicitation requirements in the Administrative Code.",Aye,Board of Supervisors,240930.0
